,tot_debt_tot_equity_class,zacks_x_sector_desc,straddle_pnl,quarter_with_ticker
14594,high_debt/eq,Construction,-283.83,Q4 2018SHW
14595,high_debt/eq,Construction,440.3,Q1 2019SHW
14596,high_debt/eq,Construction,-1081.85,Q2 2019SHW
14597,high_debt/eq,Construction,61.92,Q3 2019SHW
14598,high_debt/eq,Construction,-29.48,Q4 2019SHW
14599,high_debt/eq,Construction,-399.18,Q1 2020SHW
14615,low_debt/eq,Retail/Wholesale,-789.27,Q4 2017SIG
14616,low_debt/eq,Retail/Wholesale,-321.71,Q1 2018SIG
14617,low_debt/eq,Retail/Wholesale,-870.63,Q2 2018SIG
14618,low_debt/eq,Retail/Wholesale,-188.74,Q3 2018SIG
14619,low_debt/eq,Retail/Wholesale,694.44,Q1 2019SIG
14625,good debt/eq,Retail/Wholesale,623.53,Q3 2020SIG
14626,low_debt/eq,Retail/Wholesale,-433.73,Q1 2021SIG
14627,low_debt/eq,Retail/Wholesale,389.78,Q2 2021SIG
14629,low_debt/eq,Retail/Wholesale,400.5,Q4 2021SIG
14630,low_debt/eq,Retail/Wholesale,284.81,Q1 2022SIG
14631,low_debt/eq,Retail/Wholesale,-417.04,Q2 2022SIG
14632,low_debt/eq,Retail/Wholesale,-757.46,Q3 2022SIG
14661,low_debt/eq,Oils/Energy,54.05,Q4 2017SLB
14666,low_debt/eq,Oils/Energy,-23.62,Q1 2019SLB
14680,low_debt/eq,Oils/Energy,832.3,Q4 2022SLB
14688,low_debt/eq,Finance,260.0,Q2 2018SLG
14692,low_debt/eq,Finance,-844.16,Q2 2019SLG
14693,low_debt/eq,Finance,580.0,Q3 2019SLG
14704,good debt/eq,Finance,430.38,Q3 2022SLG
14718,low_debt/eq,Computer and Technology,181.82,Q4 2019SMAR
14725,high_debt/eq,Computer and Technology,664.15,Q4 2021SMAR
14797,low_debt/eq,Consumer Staples,-1554.35,Q3 2022SMPL
14815,low_debt/eq,Computer and Technology,-987.01,Q4 2017SMTC
14819,low_debt/eq,Computer and Technology,259.04,Q4 2018SMTC
14830,low_debt/eq,Computer and Technology,67.63,Q4 2021SMTC
14849,low_debt/eq,Computer and Technology,513.43,Q2 2020SNAP
14850,low_debt/eq,Computer and Technology,-1171.09,Q3 2020SNAP
14862,high_debt/eq,Computer and Technology,-334.73,Q3 2020SNOW
14863,high_debt/eq,Computer and Technology,393.35,Q1 2021SNOW
14864,high_debt/eq,Computer and Technology,-23.87,Q2 2021SNOW
14865,high_debt/eq,Computer and Technology,-585.04,Q3 2021SNOW
14866,high_debt/eq,Computer and Technology,-347.66,Q4 2021SNOW
14867,high_debt/eq,Computer and Technology,632.75,Q1 2022SNOW
14868,high_debt/eq,Computer and Technology,-1043.66,Q2 2022SNOW
14869,high_debt/eq,Computer and Technology,353.33,Q3 2022SNOW
14883,low_debt/eq,Computer and Technology,-543.65,Q4 2019SNPS
14885,low_debt/eq,Computer and Technology,-643.62,Q2 2020SNPS
14887,low_debt/eq,Computer and Technology,296.93,Q1 2021SNPS
14888,low_debt/eq,Computer and Technology,-1359.38,Q2 2021SNPS
14890,low_debt/eq,Computer and Technology,41.44,Q4 2021SNPS
14891,low_debt/eq,Computer and Technology,-520.38,Q1 2022SNPS
14892,low_debt/eq,Computer and Technology,518.01,Q2 2022SNPS
14894,low_debt/eq,Computer and Technology,-63.31,Q4 2022SNPS
14908,low_debt/eq,Computer and Technology,579.88,Q4 2020SNX
14919,high_debt/eq,Utilities,405.0,Q1 2018SO
14920,high_debt/eq,Utilities,-1653.85,Q2 2018SO
14921,high_debt/eq,Utilities,-275.47,Q3 2018SO
14922,high_debt/eq,Utilities,59.14,Q4 2018SO
14923,good debt/eq,Utilities,174.13,Q1 2019SO
14924,good debt/eq,Utilities,208.18,Q2 2019SO
14925,good debt/eq,Utilities,-306.27,Q3 2019SO
14926,good debt/eq,Utilities,124.26,Q4 2019SO
14927,good debt/eq,Utilities,407.51,Q1 2020SO
14928,good debt/eq,Utilities,337.25,Q2 2020SO
14929,high_debt/eq,Utilities,279.82,Q3 2020SO
14930,high_debt/eq,Utilities,386.36,Q2 2021SO
14931,high_debt/eq,Utilities,393.94,Q3 2021SO
14932,high_debt/eq,Utilities,327.27,Q4 2021SO
14934,high_debt/eq,Utilities,-1340.0,Q2 2022SO
14935,high_debt/eq,Utilities,339.29,Q3 2022SO
14936,high_debt/eq,Utilities,-177.42,Q4 2022SO
14974,high_debt/eq,Finance,434.85,Q1 2020SPG
14990,high_debt/eq,Business Services,590.91,Q1 2018SPGI
14993,high_debt/eq,Business Services,473.91,Q4 2018SPGI
14994,high_debt/eq,Business Services,484.5,Q1 2019SPGI
14997,high_debt/eq,Business Services,658.16,Q4 2019SPGI
14998,low_debt/eq,Business Services,59.52,Q1 2020SPGI
14999,high_debt/eq,Business Services,419.46,Q2 2020SPGI
15000,high_debt/eq,Business Services,361.79,Q3 2020SPGI
15001,high_debt/eq,Business Services,105.56,Q2 2021SPGI
15002,high_debt/eq,Business Services,-169.74,Q3 2021SPGI
15003,high_debt/eq,Business Services,243.32,Q4 2021SPGI
15004,low_debt/eq,Business Services,284.02,Q1 2022SPGI
15005,low_debt/eq,Business Services,375.0,Q2 2022SPGI
15006,low_debt/eq,Business Services,201.37,Q3 2022SPGI
15007,low_debt/eq,Business Services,421.52,Q4 2022SPGI
15072,low_debt/eq,Business Services,661.31,Q4 2017SQ
15073,low_debt/eq,Business Services,722.82,Q1 2018SQ
15074,low_debt/eq,Business Services,-166.16,Q2 2018SQ
15075,low_debt/eq,Business Services,-0.65,Q3 2018SQ
15076,low_debt/eq,Business Services,592.81,Q4 2018SQ
15077,low_debt/eq,Business Services,-155.97,Q1 2019SQ
15079,low_debt/eq,Business Services,462.79,Q3 2019SQ
15080,low_debt/eq,Business Services,318.15,Q4 2019SQ
15081,low_debt/eq,Business Services,-283.85,Q1 2020SQ
15082,low_debt/eq,Business Services,170.55,Q2 2020SQ
15120,low_debt/eq,Medical,-380.27,Q2 2018SRPT
15121,low_debt/eq,Medical,569.77,Q3 2018SRPT
15122,low_debt/eq,Medical,158.48,Q4 2018SRPT
15124,low_debt/eq,Medical,-33.6,Q2 2019SRPT
15125,low_debt/eq,Medical,656.38,Q3 2019SRPT
15126,low_debt/eq,Medical,140.27,Q4 2019SRPT
15127,low_debt/eq,Medical,598.9,Q1 2020SRPT
15128,low_debt/eq,Medical,216.56,Q2 2020SRPT
15131,high_debt/eq,Medical,536.95,Q3 2021SRPT
15132,good debt/eq,Medical,55.05,Q4 2021SRPT
15133,good debt/eq,Medical,308.14,Q1 2022SRPT
15134,high_debt/eq,Medical,373.83,Q2 2022SRPT
15135,high_debt/eq,Medical,-847.37,Q3 2022SRPT
15166,low_debt/eq,Computer and Technology,-363.64,Q2 2021STEM
15167,low_debt/eq,Computer and Technology,247.52,Q3 2021STEM
15178,low_debt/eq,Basic Materials,589.04,Q1 2018STLD
15180,low_debt/eq,Basic Materials,483.87,Q3 2018STLD
15184,low_debt/eq,Basic Materials,521.74,Q3 2019STLD
15195,low_debt/eq,Basic Materials,-557.82,Q3 2022STLD
15241,low_debt/eq,Finance,-727.27,Q1 2018STT
15242,low_debt/eq,Finance,-791.5,Q2 2018STT
15243,low_debt/eq,Finance,-1297.17,Q3 2018STT
15244,low_debt/eq,Finance,685.1,Q4 2018STT
15246,low_debt/eq,Finance,-9.21,Q2 2019STT
15247,low_debt/eq,Finance,-195.04,Q3 2019STT
15248,low_debt/eq,Finance,424.48,Q4 2019STT
15249,high_debt/eq,Finance,505.42,Q1 2020STT
15250,good debt/eq,Finance,-46.51,Q2 2020STT
15251,good debt/eq,Finance,610.0,Q3 2020STT
15253,low_debt/eq,Finance,293.1,Q2 2021STT
15255,low_debt/eq,Finance,-255.0,Q4 2021STT
15256,low_debt/eq,Finance,-844.59,Q1 2022STT
15257,low_debt/eq,Finance,-915.97,Q2 2022STT
15258,low_debt/eq,Finance,396.45,Q3 2022STT
15259,low_debt/eq,Finance,-97.9,Q4 2022STT
15266,high_debt/eq,Business Services,213.15,Q1 2018STX
15269,high_debt/eq,Business Services,664.29,Q4 2018STX
15270,high_debt/eq,Business Services,2.74,Q1 2019STX
15273,high_debt/eq,Business Services,-188.19,Q4 2019STX
15274,high_debt/eq,Business Services,-239.85,Q1 2020STX
15275,high_debt/eq,Business Services,-430.93,Q2 2020STX
15278,high_debt/eq,Business Services,421.61,Q2 2021STX
15280,high_debt/eq,Business Services,-176.22,Q4 2021STX
15281,high_debt/eq,Business Services,370.18,Q1 2022STX
15283,low_debt/eq,Business Services,-52.04,Q3 2022STX
15284,low_debt/eq,Business Services,-687.43,Q4 2022STX
15292,low_debt/eq,Consumer Staples,-296.3,Q3 2018STZ
15293,good debt/eq,Consumer Staples,-1044.81,Q4 2018STZ
15294,good debt/eq,Consumer Staples,-174.13,Q1 2019STZ
15295,good debt/eq,Consumer Staples,-243.18,Q3 2019STZ
15296,good debt/eq,Consumer Staples,166.67,Q4 2019STZ
15298,good debt/eq,Consumer Staples,299.4,Q2 2020STZ
15299,low_debt/eq,Consumer Staples,307.88,Q4 2020STZ
15300,low_debt/eq,Consumer Staples,487.24,Q1 2021STZ
15301,low_debt/eq,Consumer Staples,623.49,Q3 2021STZ
15302,low_debt/eq,Consumer Staples,126.32,Q4 2021STZ
15304,good debt/eq,Consumer Staples,574.07,Q3 2022STZ
15305,good debt/eq,Consumer Staples,-1169.19,Q4 2022STZ
15314,low_debt/eq,Medical,621.62,Q1 2020SWAV
15320,low_debt/eq,Medical,782.18,Q4 2021SWAV
15324,low_debt/eq,Medical,376.6,Q4 2022SWAV
15332,low_debt/eq,Industrial Products,542.55,Q3 2018SWK
15334,low_debt/eq,Industrial Products,660.0,Q1 2019SWK
15336,low_debt/eq,Industrial Products,227.56,Q3 2019SWK
15337,low_debt/eq,Industrial Products,394.41,Q4 2019SWK
15338,low_debt/eq,Industrial Products,-253.93,Q1 2020SWK
15339,low_debt/eq,Industrial Products,681.12,Q2 2020SWK
15340,low_debt/eq,Industrial Products,308.51,Q3 2020SWK
15341,low_debt/eq,Industrial Products,25.11,Q4 2020SWK
15342,low_debt/eq,Industrial Products,393.55,Q2 2021SWK
15353,high_debt/eq,Computer and Technology,-572.55,Q4 2017SWKS
15357,high_debt/eq,Computer and Technology,-1016.67,Q4 2018SWKS
15359,high_debt/eq,Computer and Technology,716.89,Q2 2019SWKS
15360,high_debt/eq,Computer and Technology,673.76,Q3 2019SWKS
15362,high_debt/eq,Computer and Technology,56.28,Q1 2020SWKS
15364,high_debt/eq,Computer and Technology,411.57,Q3 2020SWKS
15369,low_debt/eq,Computer and Technology,353.25,Q1 2022SWKS
15372,low_debt/eq,Computer and Technology,-1254.75,Q4 2022SWKS
15404,high_debt/eq,Finance,-830.77,Q4 2018SYF
15405,good debt/eq,Finance,745.76,Q1 2019SYF
15410,good debt/eq,Finance,391.3,Q2 2020SYF
15411,good debt/eq,Finance,28.57,Q3 2020SYF
15413,low_debt/eq,Finance,315.79,Q2 2021SYF
15414,low_debt/eq,Finance,320.0,Q3 2021SYF
15416,low_debt/eq,Finance,-5200.0,Q1 2022SYF
15418,good debt/eq,Finance,11.24,Q3 2022SYF
15442,low_debt/eq,Medical,121.69,Q2 2022SYK
15443,low_debt/eq,Medical,157.68,Q3 2022SYK
15461,high_debt/eq,Consumer Staples,-325.84,Q4 2017SYY
15469,high_debt/eq,Consumer Staples,-664.12,Q4 2019SYY
15470,high_debt/eq,Consumer Staples,-39.55,Q1 2020SYY
15471,high_debt/eq,Consumer Staples,394.56,Q2 2020SYY
15472,high_debt/eq,Consumer Staples,-153.85,Q3 2020SYY
15473,high_debt/eq,Consumer Staples,-609.76,Q2 2021SYY
15474,high_debt/eq,Consumer Staples,472.22,Q3 2021SYY
15475,high_debt/eq,Consumer Staples,495.1,Q4 2021SYY
15476,high_debt/eq,Consumer Staples,-325.3,Q1 2022SYY
15477,high_debt/eq,Consumer Staples,-315.07,Q2 2022SYY
15478,high_debt/eq,Consumer Staples,230.3,Q3 2022SYY
15479,high_debt/eq,Consumer Staples,477.61,Q4 2022SYY
15484,good debt/eq,Computer and Technology,-285.71,Q4 2017T
15485,good debt/eq,Computer and Technology,-1400.97,Q1 2018T
15486,good debt/eq,Computer and Technology,-200.0,Q2 2018T
15487,low_debt/eq,Computer and Technology,-1372.38,Q3 2018T
15488,low_debt/eq,Computer and Technology,0.0,Q4 2018T
15489,low_debt/eq,Computer and Technology,-113.54,Q1 2019T
15490,low_debt/eq,Computer and Technology,69.77,Q2 2019T
15492,low_debt/eq,Computer and Technology,-10.1,Q4 2019T
15493,low_debt/eq,Computer and Technology,477.65,Q1 2020T
15494,low_debt/eq,Computer and Technology,634.62,Q2 2020T
15495,low_debt/eq,Computer and Technology,-779.41,Q3 2020T
15497,low_debt/eq,Computer and Technology,706.25,Q2 2021T
15498,low_debt/eq,Computer and Technology,554.79,Q3 2021T
15499,low_debt/eq,Computer and Technology,-1036.2,Q4 2021T
15500,good debt/eq,Computer and Technology,-82.09,Q1 2022T
15503,good debt/eq,Computer and Technology,-662.79,Q4 2022T
15513,low_debt/eq,Oils/Energy,-1292.68,Q4 2018TALO
15569,low_debt/eq,Aerospace,530.75,Q3 2021TDG
15588,low_debt/eq,Medical,265.68,Q1 2020TDOC
15589,low_debt/eq,Medical,-273.26,Q2 2020TDOC
15590,low_debt/eq,Medical,357.53,Q3 2020TDOC
15591,low_debt/eq,Medical,564.95,Q2 2021TDOC
15592,low_debt/eq,Medical,-123.99,Q3 2021TDOC
15593,low_debt/eq,Medical,584.08,Q4 2021TDOC
15594,low_debt/eq,Medical,-1917.26,Q1 2022TDOC
15595,low_debt/eq,Medical,-52.45,Q2 2022TDOC
15596,low_debt/eq,Medical,577.36,Q3 2022TDOC
15597,low_debt/eq,Medical,500.0,Q4 2022TDOC
15707,low_debt/eq,Finance,518.07,Q2 2020TFC
15708,low_debt/eq,Finance,472.73,Q3 2020TFC
15710,low_debt/eq,Finance,390.63,Q2 2021TFC
15711,low_debt/eq,Finance,-17.24,Q3 2021TFC
15712,low_debt/eq,Finance,244.68,Q4 2021TFC
15715,low_debt/eq,Finance,-54.05,Q3 2022TFC
15716,good debt/eq,Finance,-656.72,Q4 2022TFC
15722,good debt/eq,Retail/Wholesale,228.44,Q4 2017TGT
15723,low_debt/eq,Retail/Wholesale,-203.5,Q1 2018TGT
15724,good debt/eq,Retail/Wholesale,419.15,Q2 2018TGT
15725,low_debt/eq,Retail/Wholesale,-895.52,Q3 2018TGT
15726,good debt/eq,Retail/Wholesale,120.59,Q4 2018TGT
15727,low_debt/eq,Retail/Wholesale,-331.34,Q1 2019TGT
15728,good debt/eq,Retail/Wholesale,-1966.16,Q2 2019TGT
15729,low_debt/eq,Retail/Wholesale,-1072.0,Q3 2019TGT
15730,good debt/eq,Retail/Wholesale,460.61,Q4 2019TGT
15731,low_debt/eq,Retail/Wholesale,453.96,Q1 2020TGT
15732,good debt/eq,Retail/Wholesale,-1742.06,Q2 2020TGT
15733,good debt/eq,Retail/Wholesale,444.9,Q3 2020TGT
15734,low_debt/eq,Retail/Wholesale,-91.53,Q1 2021TGT
15735,low_debt/eq,Retail/Wholesale,384.41,Q2 2021TGT
15736,low_debt/eq,Retail/Wholesale,39.18,Q3 2021TGT
15737,low_debt/eq,Retail/Wholesale,-400.0,Q4 2021TGT
15738,good debt/eq,Retail/Wholesale,-3059.09,Q1 2022TGT
15739,good debt/eq,Retail/Wholesale,586.07,Q2 2022TGT
15740,good debt/eq,Retail/Wholesale,-603.88,Q3 2022TGT
15741,good debt/eq,Retail/Wholesale,641.35,Q4 2022TGT
15771,high_debt/eq,Medical,-808.08,Q1 2018THC
15772,high_debt/eq,Medical,-521.21,Q2 2018THC
15773,high_debt/eq,Medical,180.45,Q3 2018THC
15774,high_debt/eq,Medical,-144.23,Q4 2018THC
15775,high_debt/eq,Medical,219.05,Q1 2019THC
15776,high_debt/eq,Medical,518.87,Q2 2019THC
15777,high_debt/eq,Medical,491.38,Q3 2019THC
15778,high_debt/eq,Medical,-113.64,Q4 2019THC
15780,high_debt/eq,Medical,296.61,Q2 2020THC
15781,high_debt/eq,Medical,452.63,Q3 2020THC
15788,high_debt/eq,Medical,394.59,Q4 2022THC
15803,high_debt/eq,Retail/Wholesale,-57.38,Q2 2020TJX
15804,good debt/eq,Retail/Wholesale,390.98,Q3 2020TJX
15805,good debt/eq,Retail/Wholesale,-134.86,Q1 2021TJX
15806,low_debt/eq,Retail/Wholesale,-474.66,Q2 2021TJX
15808,low_debt/eq,Retail/Wholesale,176.39,Q4 2021TJX
15809,low_debt/eq,Retail/Wholesale,-269.5,Q1 2022TJX
15810,low_debt/eq,Retail/Wholesale,450.14,Q2 2022TJX
15811,low_debt/eq,Retail/Wholesale,9.23,Q3 2022TJX
15812,low_debt/eq,Retail/Wholesale,474.16,Q4 2022TJX
15852,low_debt/eq,Medical,-9.43,Q2 2022TMO
15853,low_debt/eq,Medical,392.94,Q3 2022TMO
15854,low_debt/eq,Medical,-6.94,Q4 2022TMO
15860,good debt/eq,Computer and Technology,-106.8,Q4 2017TMUS
15861,good debt/eq,Computer and Technology,-278.12,Q1 2018TMUS
15862,good debt/eq,Computer and Technology,-142.56,Q2 2018TMUS
15863,good debt/eq,Computer and Technology,-439.62,Q3 2018TMUS
15864,good debt/eq,Computer and Technology,75.95,Q4 2018TMUS
15867,good debt/eq,Computer and Technology,678.73,Q3 2019TMUS
15869,good debt/eq,Computer and Technology,-1658.54,Q1 2020TMUS
15873,good debt/eq,Computer and Technology,-299.28,Q3 2021TMUS
15874,good debt/eq,Computer and Technology,-1018.3,Q4 2021TMUS
15875,good debt/eq,Computer and Technology,278.4,Q1 2022TMUS
15876,good debt/eq,Computer and Technology,-5.98,Q2 2022TMUS
15878,good debt/eq,Computer and Technology,490.99,Q4 2022TMUS
15887,high_debt/eq,Medical,-1495.0,Q4 2018TNDM
15888,high_debt/eq,Medical,549.02,Q1 2019TNDM
15890,high_debt/eq,Medical,497.01,Q3 2019TNDM
15891,high_debt/eq,Medical,79.44,Q4 2019TNDM
15895,low_debt/eq,Medical,310.24,Q2 2021TNDM
15897,low_debt/eq,Medical,570.75,Q4 2021TNDM
15899,low_debt/eq,Medical,-862.83,Q2 2022TNDM
15906,low_debt/eq,Construction,0.0,Q4 2017TOL
15907,low_debt/eq,Construction,-715.79,Q1 2018TOL
15908,low_debt/eq,Construction,-1430.23,Q2 2018TOL
15909,low_debt/eq,Construction,513.51,Q3 2018TOL
15910,low_debt/eq,Construction,469.39,Q4 2018TOL
15911,low_debt/eq,Construction,123.6,Q1 2019TOL
15912,low_debt/eq,Construction,135.8,Q2 2019TOL
15913,low_debt/eq,Construction,78.65,Q3 2019TOL
15914,low_debt/eq,Construction,-1637.25,Q4 2019TOL
15915,low_debt/eq,Construction,485.15,Q1 2020TOL
15916,low_debt/eq,Construction,612.5,Q2 2020TOL
15917,low_debt/eq,Construction,-50.0,Q3 2020TOL
15918,low_debt/eq,Construction,76.92,Q1 2021TOL
15919,low_debt/eq,Construction,145.04,Q2 2021TOL
15920,low_debt/eq,Construction,461.54,Q3 2021TOL
15921,low_debt/eq,Construction,-53.44,Q4 2021TOL
15922,low_debt/eq,Construction,248.68,Q1 2022TOL
15923,low_debt/eq,Construction,491.8,Q2 2022TOL
15924,low_debt/eq,Construction,-376.24,Q3 2022TOL
15925,low_debt/eq,Construction,353.45,Q4 2022TOL
15932,high_debt/eq,Computer and Technology,79.21,Q4 2021TOST
15936,high_debt/eq,Computer and Technology,-1059.83,Q4 2022TOST
15964,low_debt/eq,Retail/Wholesale,-978.26,Q1 2018TPR
15965,low_debt/eq,Retail/Wholesale,-449.37,Q2 2018TPR
15966,low_debt/eq,Retail/Wholesale,662.86,Q3 2018TPR
15967,low_debt/eq,Retail/Wholesale,-795.45,Q4 2018TPR
15970,low_debt/eq,Retail/Wholesale,672.57,Q3 2019TPR
15971,low_debt/eq,Retail/Wholesale,711.54,Q4 2019TPR
15974,low_debt/eq,Retail/Wholesale,297.3,Q3 2020TPR
15975,low_debt/eq,Retail/Wholesale,460.87,Q2 2021TPR
15976,low_debt/eq,Retail/Wholesale,37.5,Q3 2021TPR
15977,low_debt/eq,Retail/Wholesale,658.54,Q4 2021TPR
15978,low_debt/eq,Retail/Wholesale,-559.14,Q1 2022TPR
15979,low_debt/eq,Retail/Wholesale,644.23,Q2 2022TPR
15980,low_debt/eq,Retail/Wholesale,367.35,Q3 2022TPR
15981,low_debt/eq,Retail/Wholesale,482.01,Q4 2022TPR
15990,high_debt/eq,Retail/Wholesale,714.29,Q4 2018TPX
16009,low_debt/eq,Oils/Energy,204.82,Q4 2017TRGP
16017,low_debt/eq,Oils/Energy,-562.5,Q4 2019TRGP
16032,low_debt/eq,Retail/Wholesale,597.63,Q4 2017TRIP
16033,low_debt/eq,Retail/Wholesale,-1005.85,Q1 2018TRIP
16034,high_debt/eq,Retail/Wholesale,56.39,Q2 2018TRIP
16035,high_debt/eq,Retail/Wholesale,-288.89,Q3 2018TRIP
16036,high_debt/eq,Retail/Wholesale,462.69,Q4 2018TRIP
16037,high_debt/eq,Retail/Wholesale,-131.0,Q1 2019TRIP
16038,high_debt/eq,Retail/Wholesale,585.64,Q2 2019TRIP
16039,high_debt/eq,Retail/Wholesale,-1445.16,Q3 2019TRIP
16040,low_debt/eq,Retail/Wholesale,740.51,Q4 2019TRIP
16045,good debt/eq,Retail/Wholesale,-71.83,Q3 2021TRIP
16046,good debt/eq,Retail/Wholesale,652.8,Q4 2021TRIP
16047,good debt/eq,Retail/Wholesale,429.37,Q1 2022TRIP
16049,good debt/eq,Retail/Wholesale,-484.43,Q3 2022TRIP
16050,good debt/eq,Retail/Wholesale,714.29,Q4 2022TRIP
16101,high_debt/eq,Finance,-56.25,Q1 2018TROW
16102,high_debt/eq,Finance,94.97,Q2 2018TROW
16106,high_debt/eq,Finance,312.5,Q2 2019TROW
16107,high_debt/eq,Finance,-288.89,Q3 2019TROW
16108,high_debt/eq,Finance,-425.93,Q4 2019TROW
16119,high_debt/eq,Finance,404.26,Q4 2022TROW
16125,good debt/eq,Business Services,-1405.41,Q1 2018TRU
16128,high_debt/eq,Business Services,697.84,Q4 2018TRU
16132,high_debt/eq,Business Services,523.56,Q4 2019TRU
16142,good debt/eq,Business Services,349.11,Q4 2022TRU
16148,low_debt/eq,Retail/Wholesale,-440.3,Q1 2018TSCO
16149,low_debt/eq,Retail/Wholesale,470.3,Q2 2018TSCO
16150,low_debt/eq,Retail/Wholesale,115.38,Q3 2018TSCO
16151,low_debt/eq,Retail/Wholesale,145.83,Q4 2018TSCO
16152,low_debt/eq,Retail/Wholesale,586.96,Q1 2019TSCO
16153,low_debt/eq,Retail/Wholesale,697.25,Q2 2019TSCO
16154,low_debt/eq,Retail/Wholesale,434.78,Q3 2019TSCO
16155,low_debt/eq,Retail/Wholesale,639.59,Q4 2019TSCO
16156,low_debt/eq,Retail/Wholesale,509.62,Q1 2020TSCO
16157,low_debt/eq,Retail/Wholesale,426.06,Q2 2020TSCO
16158,low_debt/eq,Retail/Wholesale,-819.19,Q3 2020TSCO
16159,low_debt/eq,Retail/Wholesale,520.45,Q4 2020TSCO
16161,low_debt/eq,Retail/Wholesale,22.99,Q3 2021TSCO
16162,low_debt/eq,Retail/Wholesale,504.67,Q4 2021TSCO
16163,low_debt/eq,Retail/Wholesale,685.9,Q1 2022TSCO
16164,low_debt/eq,Retail/Wholesale,55.56,Q2 2022TSCO
16165,low_debt/eq,Retail/Wholesale,140.96,Q3 2022TSCO
16166,low_debt/eq,Retail/Wholesale,-224.04,Q4 2022TSCO
16171,high_debt/eq,Auto/Tires/Trucks,-285.9,Q4 2017TSLA
16172,high_debt/eq,Auto/Tires/Trucks,330.12,Q1 2018TSLA
16173,high_debt/eq,Auto/Tires/Trucks,-805.82,Q2 2018TSLA
16174,high_debt/eq,Auto/Tires/Trucks,145.03,Q3 2018TSLA
16175,high_debt/eq,Auto/Tires/Trucks,729.03,Q4 2018TSLA
16176,high_debt/eq,Auto/Tires/Trucks,461.85,Q1 2019TSLA
16177,high_debt/eq,Auto/Tires/Trucks,-990.98,Q2 2019TSLA
16178,high_debt/eq,Auto/Tires/Trucks,-1336.5,Q3 2019TSLA
16179,high_debt/eq,Auto/Tires/Trucks,13.27,Q4 2019TSLA
16180,good debt/eq,Auto/Tires/Trucks,580.82,Q1 2020TSLA
16181,good debt/eq,Auto/Tires/Trucks,576.11,Q2 2020TSLA
16182,low_debt/eq,Auto/Tires/Trucks,705.67,Q3 2020TSLA
16183,low_debt/eq,Auto/Tires/Trucks,571.45,Q4 2020TSLA
16184,low_debt/eq,Auto/Tires/Trucks,424.61,Q2 2021TSLA
16185,low_debt/eq,Auto/Tires/Trucks,92.99,Q3 2021TSLA
16186,low_debt/eq,Auto/Tires/Trucks,-136.05,Q4 2021TSLA
16187,low_debt/eq,Auto/Tires/Trucks,459.87,Q1 2022TSLA
16189,low_debt/eq,Auto/Tires/Trucks,234.97,Q3 2022TSLA
16190,low_debt/eq,Auto/Tires/Trucks,-309.35,Q4 2022TSLA
16196,low_debt/eq,Consumer Staples,664.8,Q4 2017TSN
16199,low_debt/eq,Consumer Staples,-64.0,Q3 2018TSN
16200,low_debt/eq,Consumer Staples,646.55,Q4 2018TSN
16203,low_debt/eq,Consumer Staples,-311.56,Q3 2019TSN
16204,low_debt/eq,Consumer Staples,62.15,Q4 2019TSN
16214,low_debt/eq,Consumer Staples,299.44,Q3 2022TSN
16225,high_debt/eq,Computer and Technology,-53.69,Q1 2019TTD
16234,high_debt/eq,Computer and Technology,663.5,Q4 2021TTD
16237,high_debt/eq,Computer and Technology,482.42,Q3 2022TTD
16238,high_debt/eq,Computer and Technology,-1355.64,Q4 2022TTD
16243,low_debt/eq,Consumer Discretionary,-441.49,Q4 2017TTWO
16244,low_debt/eq,Consumer Discretionary,746.62,Q1 2018TTWO
16246,high_debt/eq,Consumer Discretionary,182.35,Q3 2018TTWO
16247,high_debt/eq,Consumer Discretionary,-629.31,Q4 2018TTWO
16248,high_debt/eq,Consumer Discretionary,430.3,Q1 2019TTWO
16249,high_debt/eq,Consumer Discretionary,154.32,Q2 2019TTWO
16252,high_debt/eq,Consumer Discretionary,269.95,Q1 2020TTWO
16253,high_debt/eq,Consumer Discretionary,197.63,Q2 2020TTWO
16255,high_debt/eq,Consumer Discretionary,-206.31,Q1 2021TTWO
16256,high_debt/eq,Consumer Discretionary,-275.36,Q2 2021TTWO
16257,high_debt/eq,Consumer Discretionary,279.34,Q3 2021TTWO
16258,high_debt/eq,Consumer Discretionary,623.1,Q4 2021TTWO
16259,high_debt/eq,Consumer Discretionary,-368.02,Q1 2022TTWO
16260,low_debt/eq,Consumer Discretionary,425.74,Q2 2022TTWO
16261,low_debt/eq,Consumer Discretionary,-538.8,Q3 2022TTWO
16262,low_debt/eq,Consumer Discretionary,133.69,Q4 2022TTWO
16285,high_debt/eq,Computer and Technology,-331.29,Q4 2017TWLO
16286,high_debt/eq,Computer and Technology,-632.91,Q1 2018TWLO
16287,low_debt/eq,Computer and Technology,-551.97,Q2 2018TWLO
16288,low_debt/eq,Computer and Technology,-1630.29,Q3 2018TWLO
16289,low_debt/eq,Computer and Technology,472.84,Q4 2018TWLO
16290,low_debt/eq,Computer and Technology,436.85,Q1 2019TWLO
16291,low_debt/eq,Computer and Technology,689.61,Q2 2019TWLO
16292,low_debt/eq,Computer and Technology,-112.77,Q3 2019TWLO
16293,low_debt/eq,Computer and Technology,253.72,Q4 2019TWLO
16294,low_debt/eq,Computer and Technology,-3352.65,Q1 2020TWLO
16295,low_debt/eq,Computer and Technology,572.2,Q2 2020TWLO
